"Age at enrollment","Application order","1st sem (credited)","1st sem (enrolled)","1st sem (evaluations)","1st sem (approved)","1st sem (grade)","1st sem (without evaluations)","2nd sem (credited)","2nd sem (enrolled)","2nd sem (evaluations)","2nd sem (approved)","2nd sem (grade)","2nd sem (without evaluations)","Unemployment rate","Inflation rate","GDP","Target","Marital status","Gender","Daytime/evening attendance","Displaced","Educational special needs","Debtor","Tuition fees up to date","Scholarship holder","International","Application mode","Nationality","Course","Previous qualification","Mother's qualification","Father's qualification","Mother's occupation","Father's ocupation"
18,4,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
28,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Communication Design,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
21,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Animation and Multimedia Design,Technological specialization course,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
19,1,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Unskilled Workers
26,1,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,No,No,Yes,No,No,No,Over 23 years old,Portuguese,Advertising and Marketing Management,"12th year of schooling—not completed",Frequency of Higher Education,Technical-professional course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
20,1,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,Change in institution/course,Portuguese,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers"
19,6,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
21,1,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Management,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions
23,1,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,No,No,No,Yes,Yes,No,Short cycle diploma holders,Portuguese,Advertising and Marketing Management,Professional higher technical course,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
29,1,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,Single,Male,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Basic education 2nd cycle (6th/7th/8th year) or equivalent,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers
20,1,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
18,1,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Social Service,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers
19,1,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers"
23,1,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,10.8,1.4,1.74,Dropout,Single,Male,Daytime,No,No,No,No,No,No,Holders of other higher courses,Portuguese,Oral Hygiene,Higher education—degree,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers
21,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
18,1,0,5,6,5,12.0,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions
18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen"
21,5,0,6,6,1,14.0,0,0,6,7,0,0.0,7,9.4,-0.8,-3.12,Dropout,Single,Male,Daytime,Yes,No,Yes,No,No,No,"1st phase—general contingent",Portuguese,Communication Design,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
22,1,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,Single,Male,Daytime,No,No,No,Yes,No,No,Change in institution/course,Portuguese,Social Service,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers
21,1,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,8.9,1.4,3.51,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Oral Hygiene,Secondary education,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
32,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Single,Male,Daytime,Yes,No,No,No,No,No,Over 23 years old,Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
27,1,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,-4.06,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Agronomy,Higher education—degree,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
18,1,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
24,1,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,Graduate,Single,Male,Daytime,Yes,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Communication Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions
22,1,0,5,9,2,10.5,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Equiniculture,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers
22,1,0,6,0,0,0.0,0,0,4,6,0,0.0,2,10.8,1.4,1.74,Dropout,Single,Male,Daytime,Yes,No,No,No,No,No,Change in course,Portuguese,Equiniculture,Secondary education,Higher Education—bachelor’s degree,Higher Education—degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities
19,3,0,5,8,5,13.25,0,0,5,6,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers"
19,6,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Single,Male,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Informatics Engineering,Secondary education,General Course of Administration and Commerce,"2nd year complementary high school course",Administrative staff,Other Situation
21,2,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled,Single,Male,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,2,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction, and Craftsmen"
18,2,0,6,8,6,11.333333333333334,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Tourism,Secondary education,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Armed Forces Professions
20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Single,Female,Daytime,Yes,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers
19,1,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Social Service,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Unskilled Workers
19,5,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,Yes,Yes,No,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Other administrative support staff,"Workers in food processing, woodworking, and clothing and other industries and craftss"
18,1,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Tourism,Secondary education,Other—11th Year of Schooling,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions
20,1,0,6,11,6,13.333333333333334,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Equiniculture,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
22,1,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,12.4,0.5,1.79,Graduate,Single,Female,Daytime,No,No,Yes,Yes,Yes,No,Technological specialization diploma holders,Portuguese,Communication Design,Technological specialization course,Other—11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
31,1,0,7,13,6,11.833333333333334,0,0,7,8,7,12.228571428571428,0,12.4,0.5,1.79,Graduate,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Oral Hygiene,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers
19,1,0,7,7,7,14.428571428571429,0,0,7,7,7,14.142857142857142,0,16.2,0.3,-0.92,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Basic Education,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
18,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,2,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Tourism,Secondary education,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
21,1,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Other—11th Year of Schooling,Secondary Education—12th Year of Schooling or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Other Situation
18,5,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
25,1,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Single,Male,Daytime,No,No,Yes,No,No,Yes,Technological specialization diploma holders,Cape Verdean,Management,Technological specialization course,Higher Education—bachelor’s degree,Basic education 1st cycle (4th/5th year) or equivalent,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
21,1,0,5,5,0,0.0,0,0,6,8,0,0.0,0,11.1,0.6,2.02,Dropout,Single,Male,Daytime,No,No,Yes,Yes,No,Yes,International student (bachelor),Brazilian,Informatics Engineering,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Personal Services, Security and Safety Workers, and Sellers",Installation and Machine Operators and Assembly Workers
19,2,0,8,8,7,12.342857142857143,0,0,8,8,7,12.342857142857143,0,10.8,1.4,1.74,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"3rd phase—general contingent",Portuguese,Nursing,Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
19,2,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
22,1,0,6,10,4,10.5,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Tourism,Secondary education,"7th Year (Old)",Unknown,"Personal Services, Security and Safety Workers, and Sellers",Student
